GEOID,NAME,ST,dist_cent,dist_min,pop12,male,Over65,Over75,Deaths,AgeAdj,Crude,StdPop,dist_cent_sens,dist_min_sens,region,division,RUCC_2013,Urbanization,num_provs
27019,Carver,MN,24.515003401803828,10.015039883704327,91355,0.49628372831262657,0.08693558097531608,0.039275354386733075,81,13.86188694,12.46577683,649779,22.906253065378237,8.225222846408505,MIDWEST,West North Central,1,Metro,0
27029,Clearwater,MN,81.33578782151633,60.69040786063199,8672,0.5113007380073801,0.18669280442804428,0.08544741697416974,NA,NA,NA,60908,82.32032769412325,61.60938630113345,MIDWEST,West North Central,8,Rural,0
39169,Wayne,OH,23.715775455146563,8.878998829321096,114644,0.49355395834060223,0.14681099752276613,0.06719060744565786,187,21.85427906,23.2556115,804107,23.71493949437755,8.877759212655722,MIDWEST,East North Central,4,Nonmetro,0
42001,Adams,PA,21.450310964071903,8.202606277047636,101352,0.4921659168047991,0.15916804799115952,0.07397979319599021,134,16.99902706,18.87129915,710073,21.45261534752333,8.204540291367534,NORTHEAST,Middle Atlantic,3,Metro,0
28095,Monroe,MS,27.113013049747494,10.002798115790796,36912,0.47518422193324666,0.15870177719982662,0.06867685305591678,59,21.18145617,22.98161082,256727,27.09140122522673,9.981604671007046,SOUTH,East South Central,7,Nonmetro,0
47133,Overton,TN,17.259525207010398,6.768294120198801,22040,0.4941016333938294,0.1706896551724138,0.06696914700544465,29,18.38485407,18.79674881,154282,17.832130045990414,7.311572255690844,SOUTH,East South Central,7,Nonmetro,0
49041,Sevier,UT,89.52452391382559,69.22906232328228,20759,0.5055638518233055,0.144322944265138,0.06363504985789296,51,37.699476,35.0877193,145350,89.52016502418877,69.22475568895156,WEST,Mountain,7,Nonmetro,0
26043,Dickinson,MI,16.187111443117317,0,26286,0.49376093738111543,0.19070988358822186,0.09860762383017575,41,17.67458001,22.34661231,183473,43.88734253307847,23.63824757506966,MIDWEST,East North Central,7,Nonmetro,0
26057,Gratiot,MI,29.37782838495138,12.974360994131539,42340,0.5251771374586679,0.14865375531412375,0.07161076995748701,41,12.58370447,13.87887466,295413,30.49908631375768,14.209569446222572,MIDWEST,East North Central,6,Nonmetro,0
26067,Ionia,MI,27.162575339375554,15.111186765344522,64149,0.5307954917457793,0.11443670205303279,0.04871471106330574,81,18.20734486,18.04165618,448961,27.82299259866185,15.78140662329124,MIDWEST,East North Central,4,Nonmetro,0
36069,Ontario,NY,22.24233350680294,6.874639500925769,107728,0.48891653052131295,0.1554006386454775,0.07202398633595723,125,14.87652224,16.48878565,758091,22.24543797139435,6.876717914605406,NORTHEAST,Middle Atlantic,1,Metro,0
28105,Oktibbeha,MS,56.59986221203153,46.1224782873499,47486,0.4969043507560123,0.09394347807774923,0.04028555784862907,61,20.59825442,18.09831241,337048,56.58002928287878,46.10141377070218,SOUTH,East South Central,5,Nonmetro,0
31039,Cuming,NE,43.234123745391656,28.77936654157496,9140,0.4963894967177243,0.20919037199124726,0.12144420131291028,NA,NA,NA,63745,43.09814040287379,28.67674786251209,MIDWEST,West North Central,7,Nonmetro,0
13193,Macon,GA,40.476905121540874,27.62568690150185,14552,0.5325728422210005,0.1265805387575591,0.050439802089059925,NA,NA,NA,100584,40.476905121540874,27.62568690150185,SOUTH,South Atlantic,6,Nonmetro,0
16001,Ada,ID,11.776047916708718,0,394961,0.5005532191786024,0.10575727730079679,0.04680715311131985,412,14.90000997,14.62889996,2816343,11.210384421656611,0,WEST,Mountain,2,Metro,12
26087,Lapeer,MI,23.596776088929676,7.446519567345128,88626,0.5046600320447724,0.1341367093178074,0.053517026606187804,92,15.41116015,14.84769014,619625,27.09484561297883,10.180151904666829,MIDWEST,East North Central,1,Metro,0
26091,Lenawee,MI,26.322398415422835,6.9390326032966465,99878,0.5038146538777308,0.1470894491279361,0.06776267045795871,90,11.72941607,12.89496194,697947,26.330920586883657,6.949550754948725,MIDWEST,East North Central,4,Nonmetro,0
21127,Lawrence,KY,28.885738598607333,14.105976869452933,15889,0.4954370948454906,0.1427402605576185,0.055069544968217005,28,22.70002673,25.22817988,110987,28.32959553111964,13.930256055728442,SOUTH,East South Central,6,Nonmetro,0
13293,Upson,GA,35.182575674319736,24.98161412667908,27061,0.4747052954436274,0.1584198662281512,0.06592513210893906,38,19.83653357,20.19450497,188170,35.173152682788235,24.97214823824382,SOUTH,South Atlantic,6,Nonmetro,0
17133,Monroe,IL,23.87957030146467,7.074939206550912,33003,0.49347029057964426,0.14259309759718813,0.06987243583916614,53,20.41442924,22.82574054,232194,22.616593420691636,5.345006043406912,MIDWEST,East North Central,1,Metro,0
47043,Dickson,TN,28.666723881656793,17.376233085375205,49704,0.4883711572509255,0.131377756317399,0.05470384677289554,97,27.29083357,27.80612537,348844,28.666723881656793,17.376233085375205,SOUTH,East South Central,1,Metro,0
54097,Upshur,WV,29.613682330944552,14.657497296640786,24210,0.4957042544403139,0.1688558446922759,0.071788517141677,39,21.03553412,22.87631539,170482,29.610828009127985,14.654637849972104,SOUTH,South Atlantic,7,Nonmetro,0
45023,Chester,SC,19.138386121866663,9.179013918876137,33028,0.48413467361027007,0.14911590165919825,0.061644665132614754,86,37.60836928,37.35427489,230228,39.741259184437546,25.97418211323977,SOUTH,South Atlantic,1,Metro,0
50007,Chittenden,VT,5.733297047214448,0,156696,0.4878044110889876,0.11493592689028437,0.0533708582222903,168,14.63420275,15.22199651,1103666,5.736668337579349,0,NORTHEAST,New England,3,Metro,5
31113,Logan,NE,94.05764390801193,77.21799299354933,724,0.4613259668508287,0.24585635359116023,0.12016574585635359,NA,NA,NA,5283,94.10978741964918,77.27277071910198,MIDWEST,West North Central,9,Rural,0
42009,Bedford,PA,28.801445464856226,5.61379756229319,49680,0.49818840579710144,0.19003623188405797,0.0874597423510467,132,36.77800823,38.08150018,346625,28.8351209400762,5.679071699949511,NORTHEAST,Middle Atlantic,6,Nonmetro,0
18079,Jennings,IN,47.16583018963957,34.827771213503866,28373,0.5036478342085786,0.12691643463856483,0.0487082789976386,41,20.73236053,20.68607121,198201,49.26641875864889,34.96739034756122,MIDWEST,East North Central,6,Nonmetro,0
17181,Union,IL,19.15065689519385,3.380006755953872,17799,0.500983201303444,0.1833810888252149,0.08022922636103152,32,23.92185401,25.80187386,124022,19.15318602448473,3.3827407556983693,MIDWEST,East North Central,6,Nonmetro,0
17191,Wayne,IL,57.556328633112656,39.53698660847639,16727,0.4876546900221199,0.19704669097865726,0.0916482333951097,22,16.38510418,18.82304625,116878,57.487032853113064,39.460220282434676,MIDWEST,East North Central,7,Nonmetro,0
17195,Whiteside,IL,36.36762861596095,19.077651569096442,58400,0.49140410958904107,0.17595890410958903,0.08669520547945206,90,19.10430479,22.17420549,405877,37.17248450763317,19.462331064464987,MIDWEST,East North Central,4,Nonmetro,0
42053,Forest,PA,31.758907602383616,16.256003893485406,7664,0.6619258872651357,0.18867432150313151,0.07189457202505219,NA,NA,NA,53459,31.7621926431347,16.259108305125594,NORTHEAST,Middle Atlantic,9,Rural,0
48149,Fayette,TX,58.7357081386938,34.565731333120354,24557,0.49122449810644625,0.22026306144887406,0.10803436901901699,39,19.88990671,22.61393946,172460,3.1078339650332993,0,SOUTH,West South Central,6,Nonmetro,1
48155,Foard,TX,69.44918849942003,51.73730040184123,1273,0.46504320502749413,0.24430479183032208,0.1201885310290652,NA,NA,NA,9192,69.40099010503161,51.660988037448206,SOUTH,West South Central,9,Rural,0
48183,Gregg,TX,8.033212591071461,0,121451,0.4904035372290059,0.1354620381882405,0.06637244650105804,212,24.67843787,24.82874607,853849,5.244361006274027,0,SOUTH,West South Central,3,Metro,3
50011,Franklin,VT,29.55132869230463,14.069887734375998,47853,0.4960399556976574,0.12293900068961193,0.05485549495329446,88,25.48727436,26.17723176,336170,29.551431257173473,14.069974097756536,NORTHEAST,New England,3,Metro,0
26005,Allegan,MI,19.257933736239124,4.122591538754616,111589,0.4966708188083055,0.13195745100323508,0.057165132763982114,107,12.96687683,13.64670591,784072,19.263730199269993,4.127153441672939,MIDWEST,East North Central,4,Nonmetro,0
18093,Lawrence,IN,22.023888267923947,11.451572814781558,46131,0.496065552448462,0.16617892523465783,0.07409334287138801,75,22.63175204,23.27638378,322215,22.025290168900504,11.453220372122663,MIDWEST,East North Central,6,Nonmetro,0
